Current Evaluation Model of Likelihood to Leave,EmployeeLeft,Hired through SMTP,Marked for PHT Program,Recruiting Location Code,Salary,"Survey, Relative, Attitude toward Environment","Survey, Relative, Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Work/Life Balance",University
33.5,1.0,1,0,45998,54889.91,3,3,4,2,St. Norbert College
41.8,1.0,0,1,27999,66438.63,5,5,4,1,NHTV Breda University of Professional Education
23.7,1.0,1,0,27999,68910.36,3,1,2,5,Nazarene Bible College
55.9,1.0,1,1,81996,45246.76,4,6,4,4,St. Norbert College
50.4,0.0,1,1,45998,43730.59,3,6,4,2,NHTV Breda University of Professional Education
34.9,0.0,0,1,63997,51140.68,3,4,3,3,COMSATS Institute of Information Technology
28.9,1.0,0,0,81996,51261.53,3,6,2,4,St. Norbert College
41.1,1.0,0,1,81996,42724.61,5,8,1,4,NHTV Breda University of Professional Education
58.7,1.0,0,1,81996,42002.2,5,8,1,3,St. Norbert College
44.4,0.0,0,1,27999,47692.33,4,7,7,1,NHTV Breda University of Professional Education
13.9,0.0,1,1,27999,47399.27,5,7,7,2,Enugu State University of Science and Technology
38.0,1.0,1,1,63997,47456.61,5,6,4,4,Enugu State University of Science and Technology
24.1,0.0,0,0,27999,44794.37,2,4,1,2,Université de Corse Pascal Paoli
36.1,1.0,1,0,10000,42770.94,4,5,1,3,St. Norbert College
37.7,0.0,0,1,81996,42558.82,5,5,7,2,Enugu State University of Science and Technology
52.7,0.0,1,0,45998,51182.01,2,5,3,5,Université de Corse Pascal Paoli
41.9,1.0,1,0,27999,47644.14,4,7,1,3,St. Norbert College
50.7,1.0,1,1,45998,49917.08,5,6,4,3,St. Norbert College
28.0,1.0,1,0,63997,59635.91,4,4,2,4,Enugu State University of Science and Technology
42.6,0.0,1,0,27999,44294.0,5,3,2,1,Enugu State University of Science and Technology
53.5,0.0,0,1,81996,42252.45,5,4,3,3,Université de Corse Pascal Paoli
31.9,0.0,0,1,27999,51011.65,3,6,1,2,Enugu State University of Science and Technology
31.7,0.0,0,1,81996,50602.66,3,2,2,2,Enugu State University of Science and Technology
42.3,1.0,0,0,45998,42947.13,5,3,4,3,St. Norbert College
23.7,0.0,1,0,27999,46600.48,2,8,4,2,St. Norbert College
44.0,1.0,1,0,81996,44089.94,4,6,1,4,St. Norbert College
40.7,0.0,1,1,27999,41928.07,2,6,1,4,Université de Corse Pascal Paoli
47.6,0.0,1,0,27999,40614.08,2,4,2,3,NHTV Breda University of Professional Education
43.8,0.0,0,1,81996,47714.0,4,3,2,1,NHTV Breda University of Professional Education
24.9,1.0,0,0,81996,60703.01,5,1,1,4,Université de Corse Pascal Paoli
54.4,0.0,0,0,27999,45381.1,5,4,1,1,NHTV Breda University of Professional Education
49.6,1.0,1,0,45998,42175.5,5,3,3,3,St. Norbert College
40.7,1.0,0,1,10000,40858.98,5,1,4,4,COMSATS Institute of Information Technology
32.9,1.0,0,0,63997,44638.3,4,4,1,3,Enugu State University of Science and Technology
41.1,1.0,1,0,27999,47405.33,5,3,1,4,Enugu State University of Science and Technology
44.0,0.0,0,1,27999,46781.93,5,8,1,3,Enugu State University of Science and Technology
42.6,0.0,0,0,45998,50625.55,4,6,2,1,Université de Corse Pascal Paoli
30.7,0.0,1,1,27999,45489.99,4,3,1,3,NHTV Breda University of Professional Education
23.4,1.0,1,1,81996,49767.56,5,2,1,3,St. Norbert College
20.9,0.0,1,0,63997,49757.17,2,2,1,2,COMSATS Institute of Information Technology
38.8,1.0,1,0,45998,41388.03,4,8,4,1,COMSATS Institute of Information Technology
21.7,0.0,0,0,81996,60989.94,2,2,1,1,Enugu State University of Science and Technology
33.4,0.0,0,0,81996,42272.75,2,4,3,1,Enugu State University of Science and Technology
26.9,0.0,0,0,45998,47373.02,4,3,1,1,NHTV Breda University of Professional Education
47.3,0.0,1,1,45998,42423.61,1,5,4,4,Université de Corse Pascal Paoli
34.5,1.0,1,0,81996,46610.34,5,5,1,4,St. Norbert College
30.6,0.0,0,0,81996,44073.8,2,6,1,3,Nazarene Bible College
25.9,0.0,1,1,63997,44078.09,4,4,2,1,St. Norbert College
36.2,1.0,0,0,45998,46863.36,3,2,2,4,St. Norbert College
46.2,0.0,0,0,45998,41925.13,2,5,3,3,St. Norbert College
35.4,0.0,0,0,45998,42082.07,2,5,2,1,St. Norbert College
39.6,0.0,1,0,63997,45296.46,4,2,3,2,St. Norbert College
36.2,1.0,0,1,81996,45791.73,5,3,3,3,St. Norbert College
41.3,1.0,0,1,81996,44562.59,5,2,1,3,NHTV Breda University of Professional Education
31.4,0.0,1,0,81996,43617.44,1,4,3,3,Enugu State University of Science and Technology
36.2,0.0,0,1,27999,42663.77,3,4,4,2,St. Norbert College
30.9,0.0,1,1,81996,47360.62,5,2,6,2,Enugu State University of Science and Technology
39.1,0.0,1,1,27999,54211.34,2,3,2,2,COMSATS Institute of Information Technology
27.8,1.0,1,1,81996,40794.15,5,2,1,1,Nazarene Bible College
27.4,1.0,0,0,45998,44458.72,3,6,2,4,Enugu State University of Science and Technology
46.4,0.0,0,1,81996,50111.45,1,3,1,3,Enugu State University of Science and Technology
49.3,0.0,1,0,63997,43013.08,1,2,5,1,NHTV Breda University of Professional Education
11.2,0.0,0,0,81996,51387.62,2,3,5,1,St. Norbert College
35.7,1.0,0,1,81996,56927.7,4,2,3,3,Enugu State University of Science and Technology
37.4,0.0,1,1,10000,69292.46,2,6,1,1,Université de Corse Pascal Paoli
42.3,0.0,0,0,27999,42727.44,5,3,2,1,COMSATS Institute of Information Technology
27.0,1.0,1,0,81996,59230.54,4,7,1,4,COMSATS Institute of Information Technology
29.7,0.0,0,1,45998,46714.24,5,5,3,1,Université de Corse Pascal Paoli
7.8,0.0,0,0,27999,44112.18,2,3,1,1,Enugu State University of Science and Technology
47.8,0.0,0,1,81996,44328.86,1,1,4,1,St. Norbert College
45.7,1.0,0,0,45998,46745.82,3,4,1,5,St. Norbert College
50.2,0.0,1,1,63997,48255.74,5,4,2,1,St. Norbert College
41.2,1.0,0,1,81996,51082.11,5,7,1,3,COMSATS Institute of Information Technology
42.9,0.0,1,0,45998,61320.68,2,4,3,1,St. Norbert College
35.0,1.0,1,1,63997,47755.51,4,3,1,4,NHTV Breda University of Professional Education
31.3,0.0,0,0,81996,45261.7,3,4,1,4,COMSATS Institute of Information Technology
36.3,0.0,0,1,45998,47470.88,5,4,5,1,St. Norbert College
48.8,0.0,0,0,81996,44256.45,3,4,2,1,St. Norbert College
29.7,0.0,1,0,27999,45934.03,2,2,7,1,NHTV Breda University of Professional Education
37.8,1.0,1,0,81996,56703.73,5,8,4,2,St. Norbert College
20.5,1.0,1,0,63997,43707.15,5,3,2,5,Enugu State University of Science and Technology
26.0,0.0,1,1,45998,41468.52,3,5,2,4,Université de Corse Pascal Paoli
41.1,0.0,0,0,63997,41712.37,3,4,3,1,COMSATS Institute of Information Technology
27.8,0.0,1,1,81996,47489.86,4,3,2,2,Enugu State University of Science and Technology
50.7,1.0,1,0,45998,50201.64,4,8,1,4,COMSATS Institute of Information Technology
21.6,0.0,1,1,63997,45058.44,3,3,1,2,COMSATS Institute of Information Technology
52.0,1.0,0,0,81996,54747.53,5,3,7,3,Enugu State University of Science and Technology
38.3,0.0,0,0,81996,49551.89,5,3,1,2,Enugu State University of Science and Technology
32.1,0.0,0,0,81996,48184.86,4,3,2,1,Nazarene Bible College
42.0,1.0,0,1,27999,57292.36,4,2,4,1,St. Norbert College
46.5,1.0,1,1,27999,59711.38,5,6,2,2,NHTV Breda University of Professional Education
36.2,1.0,0,0,63997,62563.57,3,3,7,3,Université de Corse Pascal Paoli
25.4,0.0,1,1,81996,43951.42,5,1,7,1,Enugu State University of Science and Technology
27.2,1.0,0,1,45998,48921.54,5,2,3,4,St. Norbert College
39.1,1.0,0,0,81996,50477.07,5,6,2,1,St. Norbert College
40.8,0.0,1,0,45998,44714.86,3,2,7,3,Nazarene Bible College
47.3,1.0,1,0,45998,63875.56,2,2,2,4,St. Norbert College
42.1,0.0,1,0,10000,48168.82,3,3,6,1,St. Norbert College
39.7,0.0,0,1,81996,44532.03,2,2,2,1,St. Norbert College
31.7,1.0,0,0,63997,46203.8,4,3,2,2,St. Norbert College
23.1,0.0,1,1,45998,41302.92,4,6,4,1,St. Norbert College
34.0,1.0,0,0,63997,59620.68,5,7,3,1,Enugu State University of Science and Technology
45.4,1.0,1,1,63997,51918.65,2,4,5,1,NHTV Breda University of Professional Education
36.9,1.0,1,0,45998,46405.19,5,8,5,3,St. Norbert College
35.2,0.0,1,1,81996,44508.15,5,5,5,2,St. Norbert College
38.5,0.0,1,0,10000,44740.2,4,5,1,1,Nazarene Bible College
36.1,0.0,0,0,45998,48935.14,1,6,1,1,St. Norbert College
57.7,0.0,1,0,81996,40547.51,3,4,7,3,St. Norbert College
27.7,0.0,1,1,63997,48252.39,5,6,4,2,Enugu State University of Science and Technology
39.3,0.0,0,1,45998,43559.42,5,7,5,2,Enugu State University of Science and Technology
30.0,1.0,1,0,27999,47283.48,4,4,6,5,St. Norbert College
36.7,0.0,0,1,27999,47543.31,5,5,1,1,NHTV Breda University of Professional Education
55.9,0.0,1,1,63997,44155.38,4,6,2,2,NHTV Breda University of Professional Education
50.1,1.0,0,1,81996,46276.37,5,2,1,2,St. Norbert College
29.5,0.0,1,1,10000,42442.85,4,4,2,1,Enugu State University of Science and Technology
38.2,1.0,0,0,81996,62563.63,5,5,3,1,St. Norbert College
30.3,0.0,1,1,45998,41224.12,4,4,7,2,NHTV Breda University of Professional Education
40.0,1.0,0,0,45998,42259.46,4,3,7,4,Enugu State University of Science and Technology
47.8,1.0,1,1,45998,46077.37,5,6,1,5,St. Norbert College
40.9,0.0,1,0,45998,43106.17,3,5,2,2,St. Norbert College
48.9,0.0,1,1,27999,40004.75,5,3,1,1,Université de Corse Pascal Paoli
56.8,0.0,1,1,81996,42890.77,5,3,3,1,Enugu State University of Science and Technology
60.2,0.0,1,1,81996,48790.89,2,5,2,1,St. Norbert College
42.0,1.0,1,1,81996,41667.01,3,7,3,5,Enugu State University of Science and Technology
22.6,0.0,0,0,45998,42642.26,3,7,3,1,Université de Corse Pascal Paoli
38.7,1.0,1,0,81996,41051.99,5,8,2,4,Enugu State University of Science and Technology
32.5,1.0,1,1,27999,52330.78,5,8,2,4,Nazarene Bible College
22.7,0.0,0,1,27999,45030.11,2,2,1,2,St. Norbert College
36.3,0.0,0,1,63997,49015.42,5,1,5,1,NHTV Breda University of Professional Education
44.6,0.0,0,0,81996,47349.15,5,5,2,2,St. Norbert College
45.6,1.0,1,0,81996,52033.58,5,5,2,3,COMSATS Institute of Information Technology
28.3,1.0,1,0,27999,46238.91,5,6,3,4,St. Norbert College
38.2,0.0,0,0,27999,48259.6,3,3,5,3,COMSATS Institute of Information Technology
37.5,0.0,0,1,45998,49888.51,4,3,1,2,NHTV Breda University of Professional Education
49.6,0.0,0,1,45998,47685.88,2,3,1,1,Enugu State University of Science and Technology
21.9,0.0,1,1,63997,47646.87,3,1,2,1,St. Norbert College
43.6,0.0,1,0,81996,49883.03,4,2,7,1,Enugu State University of Science and Technology
40.0,0.0,0,1,63997,45460.38,3,3,3,4,NHTV Breda University of Professional Education
37.7,1.0,0,1,27999,46429.71,5,7,6,4,Enugu State University of Science and Technology
35.3,1.0,0,1,81996,42766.89,5,3,7,5,Nazarene Bible College
31.8,0.0,0,1,45998,45531.96,4,4,7,1,St. Norbert College
47.9,1.0,0,0,81996,54391.72,5,2,5,1,St. Norbert College
39.4,0.0,1,1,81996,42792.91,2,3,6,2,St. Norbert College
32.3,1.0,1,0,10000,44938.27,3,2,4,5,Enugu State University of Science and Technology
35.5,1.0,0,0,27999,43323.54,5,2,2,2,St. Norbert College
45.9,0.0,0,1,45998,42611.56,2,8,1,3,NHTV Breda University of Professional Education
39.8,0.0,0,0,81996,48049.9,2,2,5,4,NHTV Breda University of Professional Education
42.7,1.0,1,0,10000,46946.08,5,4,3,3,COMSATS Institute of Information Technology
34.3,0.0,1,1,27999,48429.05,3,4,1,1,Enugu State University of Science and Technology
11.6,0.0,0,0,63997,49933.48,1,8,3,1,St. Norbert College
42.2,0.0,1,0,10000,44722.97,4,2,1,1,Nazarene Bible College
42.5,0.0,1,0,63997,48440.12,5,2,5,4,St. Norbert College
33.9,1.0,0,1,45998,51857.89,5,3,2,2,St. Norbert College
47.8,0.0,0,1,27999,53488.14,5,3,3,1,NHTV Breda University of Professional Education
45.4,1.0,1,1,27999,59181.75,5,5,2,3,Enugu State University of Science and Technology
37.5,1.0,1,1,27999,45582.53,3,7,1,4,St. Norbert College
41.8,1.0,1,0,45998,56587.76,5,3,7,3,St. Norbert College
47.2,1.0,0,0,45998,63243.56,4,4,1,1,Enugu State University of Science and Technology
30.7,0.0,1,1,10000,56329.0,4,3,1,1,St. Norbert College
50.3,1.0,0,1,45998,43808.04,5,4,1,3,St. Norbert College
56.2,0.0,1,1,27999,44671.57,5,7,7,2,COMSATS Institute of Information Technology
36.1,1.0,0,0,81996,50001.19,3,2,7,3,Enugu State University of Science and Technology
48.7,0.0,1,1,45998,47121.21,4,3,2,3,Enugu State University of Science and Technology
46.2,1.0,0,0,81996,55021.29,5,2,2,4,St. Norbert College
10.2,0.0,1,1,81996,43331.09,5,7,3,3,NHTV Breda University of Professional Education
28.3,1.0,0,1,81996,47189.63,5,3,1,2,Enugu State University of Science and Technology
36.5,0.0,1,0,10000,46855.75,1,5,1,2,Nazarene Bible College
25.2,1.0,0,0,45998,52426.89,5,5,1,2,St. Norbert College
53.0,1.0,0,0,10000,44416.7,5,4,2,2,St. Norbert College
32.5,0.0,1,1,45998,47623.0,4,3,2,3,Nazarene Bible College
44.9,0.0,0,1,63997,43460.72,3,5,2,3,Université de Corse Pascal Paoli
42.5,1.0,0,0,81996,45661.26,5,6,2,3,NHTV Breda University of Professional Education
41.5,0.0,1,1,63997,44384.64,3,5,3,2,NHTV Breda University of Professional Education
40.8,1.0,0,1,81996,55023.56,4,1,7,4,St. Norbert College
32.8,1.0,0,0,27999,69000.49,5,7,3,4,NHTV Breda University of Professional Education
28.3,0.0,0,1,10000,47781.28,4,5,2,2,St. Norbert College
39.3,0.0,0,1,81996,40130.97,3,5,3,1,St. Norbert College
52.4,1.0,0,1,27999,50007.61,2,6,4,3,COMSATS Institute of Information Technology
42.3,0.0,0,0,45998,42391.4,5,3,3,1,COMSATS Institute of Information Technology
31.1,1.0,1,1,45998,53645.01,4,8,1,4,NHTV Breda University of Professional Education
44.3,0.0,0,0,63997,53224.22,3,3,1,1,Enugu State University of Science and Technology
47.0,0.0,1,1,27999,44196.48,3,5,3,1,Enugu State University of Science and Technology
26.5,1.0,0,1,10000,51756.2,5,8,1,2,St. Norbert College
24.6,0.0,1,1,45998,46351.76,4,3,1,2,NHTV Breda University of Professional Education
33.7,0.0,1,1,63997,53049.19,4,3,5,1,Enugu State University of Science and Technology
48.2,1.0,1,0,81996,48800.77,4,5,3,2,St. Norbert College
27.8,0.0,0,1,10000,44640.73,4,1,3,1,Université de Corse Pascal Paoli
53.5,0.0,0,1,81996,43682.54,5,6,2,1,NHTV Breda University of Professional Education
24.7,0.0,1,0,27999,54363.97,4,3,1,2,Nazarene Bible College
21.4,0.0,1,1,45998,41954.37,5,4,1,1,Université de Corse Pascal Paoli
10.8,0.0,0,0,81996,47006.23,4,4,7,1,Université de Corse Pascal Paoli
19.5,1.0,1,0,27999,43498.72,5,7,2,3,NHTV Breda University of Professional Education
58.0,0.0,0,1,63997,54226.98,3,8,2,3,Nazarene Bible College
41.7,1.0,0,1,81996,53074.75,5,6,4,4,St. Norbert College
43.7,0.0,1,1,27999,43376.44,3,1,1,2,Enugu State University of Science and Technology
32.5,0.0,1,1,27999,43968.24,4,2,1,3,NHTV Breda University of Professional Education
58.6,0.0,1,0,45998,43348.26,3,5,1,2,Université de Corse Pascal Paoli
40.7,0.0,1,1,45998,42290.55,3,5,2,3,Nazarene Bible College
9.6,0.0,1,1,45998,45052.27,5,3,2,3,Nazarene Bible College
22.5,0.0,0,0,81996,58366.02,2,8,2,1,St. Norbert College
27.1,0.0,0,1,27999,44951.97,3,2,7,1,Enugu State University of Science and Technology
30.6,1.0,1,0,63997,46736.39,5,4,2,2,Enugu State University of Science and Technology
34.9,0.0,0,1,81996,52850.11,3,4,1,2,COMSATS Institute of Information Technology
35.9,0.0,0,0,45998,54053.45,3,3,1,5,Enugu State University of Science and Technology
49.5,0.0,0,0,63997,44738.49,2,1,1,4,Enugu State University of Science and Technology
15.8,0.0,0,1,45998,45202.61,1,7,3,1,St. Norbert College
37.4,1.0,1,0,63997,45282.04,5,5,2,3,St. Norbert College
31.4,1.0,1,0,27999,49282.22,5,3,1,2,St. Norbert College
41.8,0.0,0,1,81996,49610.94,3,7,2,1,Université de Corse Pascal Paoli
36.1,0.0,0,1,27999,45790.67,3,1,1,1,COMSATS Institute of Information Technology
50.0,0.0,1,1,45998,43467.16,5,4,2,3,Université de Corse Pascal Paoli
34.9,0.0,1,1,27999,45942.18,5,3,6,2,COMSATS Institute of Information Technology
19.8,0.0,1,1,81996,44600.5,5,4,2,3,COMSATS Institute of Information Technology
21.3,1.0,1,0,81996,48439.76,5,4,3,4,NHTV Breda University of Professional Education
40.8,0.0,0,0,81996,49723.15,4,5,4,1,COMSATS Institute of Information Technology
29.8,0.0,1,0,10000,43119.23,4,2,2,4,Université de Corse Pascal Paoli
46.4,1.0,1,0,45998,49735.17,5,2,7,1,St. Norbert College
48.5,0.0,1,1,10000,42113.1,5,1,3,4,Nazarene Bible College
32.0,1.0,0,0,63997,47961.3,5,5,2,3,NHTV Breda University of Professional Education
44.2,1.0,0,0,63997,61686.58,5,7,5,2,Enugu State University of Science and Technology
41.9,0.0,0,1,81996,43801.12,4,2,1,4,St. Norbert College
53.5,0.0,1,0,81996,48728.85,3,4,1,1,Université de Corse Pascal Paoli
34.0,1.0,0,1,27999,63481.8,5,6,2,3,Enugu State University of Science and Technology
25.5,1.0,1,1,45998,46418.97,5,2,1,4,Enugu State University of Science and Technology
32.0,1.0,0,1,45998,44924.39,4,4,3,3,St. Norbert College
29.1,1.0,1,1,10000,50873.55,5,3,1,2,St. Norbert College
46.1,0.0,1,1,45998,47537.09,5,6,3,2,Enugu State University of Science and Technology
26.4,1.0,0,0,63997,51342.78,4,4,5,3,St. Norbert College
49.3,1.0,0,1,81996,45860.82,5,7,2,1,Nazarene Bible College
30.0,0.0,0,1,27999,40396.07,5,5,4,2,St. Norbert College
33.1,1.0,0,0,81996,46515.78,5,2,1,3,NHTV Breda University of Professional Education
29.9,0.0,1,0,81996,60937.82,2,4,1,2,Enugu State University of Science and Technology
39.4,0.0,1,1,81996,49175.67,4,4,2,1,Nazarene Bible College
23.3,0.0,0,1,45998,45653.04,3,4,5,1,NHTV Breda University of Professional Education
26.2,0.0,0,0,10000,44872.02,4,1,2,3,Nazarene Bible College
20.4,1.0,0,1,10000,50005.52,5,5,3,3,NHTV Breda University of Professional Education
48.0,1.0,0,0,45998,45540.97,5,6,2,2,Enugu State University of Science and Technology
32.7,1.0,0,0,63997,50590.9,4,3,2,3,COMSATS Institute of Information Technology
24.5,0.0,1,0,45998,45478.77,2,7,1,1,NHTV Breda University of Professional Education
11.7,1.0,1,1,27999,50892.57,5,5,6,3,Enugu State University of Science and Technology
28.8,1.0,1,1,63997,53300.72,5,5,6,3,St. Norbert College
18.5,0.0,1,1,81996,45106.98,4,6,1,1,Université de Corse Pascal Paoli
47.6,1.0,1,1,63997,42360.44,5,2,7,5,Enugu State University of Science and Technology
38.0,0.0,1,1,27999,48595.33,2,5,1,3,St. Norbert College
28.9,1.0,0,0,27999,42281.34,4,2,1,4,St. Norbert College
41.0,0.0,1,0,27999,45643.59,5,2,1,3,Université de Corse Pascal Paoli
16.3,0.0,1,0,81996,52851.93,5,3,1,1,Enugu State University of Science and Technology
54.2,0.0,0,1,63997,64504.36,2,1,7,1,Enugu State University of Science and Technology
46.7,0.0,1,0,81996,53237.59,4,2,1,2,Université de Corse Pascal Paoli
23.8,0.0,1,1,45998,46858.19,5,1,1,2,Enugu State University of Science and Technology
41.8,0.0,0,0,81996,49277.34,3,3,1,2,Université de Corse Pascal Paoli
42.0,0.0,1,0,27999,43678.76,5,1,3,2,COMSATS Institute of Information Technology
30.5,1.0,0,0,45998,48078.1,3,2,3,4,Enugu State University of Science and Technology
12.7,0.0,0,0,45998,43943.13,2,4,3,3,COMSATS Institute of Information Technology
42.3,1.0,0,0,27999,50347.98,4,3,1,4,Enugu State University of Science and Technology
41.4,0.0,1,1,63997,44824.74,4,1,3,4,Nazarene Bible College
59.7,0.0,1,1,81996,40751.67,5,4,6,1,Université de Corse Pascal Paoli
42.7,1.0,0,0,45998,45165.64,5,3,2,3,St. Norbert College
42.0,1.0,1,0,81996,57341.93,5,4,1,1,NHTV Breda University of Professional Education
52.5,1.0,0,1,27999,47814.39,2,2,4,4,St. Norbert College
32.7,0.0,0,1,63997,45364.57,3,8,4,4,Université de Corse Pascal Paoli
14.5,1.0,1,1,27999,43045.67,5,1,3,4,St. Norbert College
53.9,1.0,0,0,45998,50907.35,5,2,6,2,St. Norbert College
16.8,1.0,1,1,27999,49374.31,4,8,7,4,Enugu State University of Science and Technology
48.1,1.0,1,1,27999,44620.95,4,3,1,4,St. Norbert College
38.6,0.0,0,0,81996,52574.11,5,5,7,1,COMSATS Institute of Information Technology
31.6,0.0,0,0,27999,46230.6,4,3,2,1,St. Norbert College
41.9,1.0,0,0,63997,47447.45,4,5,4,3,Enugu State University of Science and Technology
33.2,1.0,1,1,27999,43435.78,5,2,1,5,St. Norbert College
25.0,0.0,1,0,27999,48263.66,5,2,3,3,Enugu State University of Science and Technology
33.1,1.0,1,1,27999,42597.2,5,3,2,3,St. Norbert College
39.8,0.0,0,1,63997,42357.22,3,1,1,1,Nazarene Bible College
33.3,0.0,0,1,27999,48400.74,3,2,1,1,Enugu State University of Science and Technology
36.1,1.0,1,1,27999,51319.01,5,3,5,4,Université de Corse Pascal Paoli
33.7,0.0,0,1,81996,54462.22,1,4,2,1,St. Norbert College
29.8,1.0,0,1,27999,47552.97,5,3,4,5,Enugu State University of Science and Technology
28.4,1.0,1,0,81996,52338.25,5,8,3,5,NHTV Breda University of Professional Education
35.2,0.0,1,0,10000,46100.09,2,1,4,4,St. Norbert College
55.5,0.0,0,0,27999,43519.64,4,4,1,1,St. Norbert College
37.3,0.0,1,1,81996,42218.57,2,3,1,5,St. Norbert College
49.7,0.0,0,1,27999,44011.61,4,5,1,2,Enugu State University of Science and Technology
35.7,1.0,1,0,63997,51213.46,3,3,2,4,St. Norbert College
31.3,0.0,0,0,27999,47980.76,5,3,2,1,Université de Corse Pascal Paoli
39.7,0.0,1,0,81996,44043.98,3,1,1,1,St. Norbert College
55.0,1.0,1,1,45998,42273.18,5,6,3,4,St. Norbert College
39.1,1.0,0,1,81996,45981.06,5,8,2,4,COMSATS Institute of Information Technology
32.1,0.0,0,0,45998,46446.27,5,6,3,1,COMSATS Institute of Information Technology
55.5,1.0,1,0,81996,48723.12,5,3,1,3,St. Norbert College
37.4,0.0,0,1,81996,45965.63,1,3,3,3,Enugu State University of Science and Technology
26.4,0.0,0,1,10000,52468.93,4,6,7,1,Enugu State University of Science and Technology
28.5,1.0,1,0,81996,43845.87,4,6,1,4,St. Norbert College
45.9,1.0,0,0,27999,46524.96,5,3,4,1,St. Norbert College
32.8,0.0,1,1,27999,43052.15,3,4,3,2,St. Norbert College
40.9,0.0,0,1,27999,40277.99,4,1,3,1,Enugu State University of Science and Technology
36.4,0.0,0,1,81996,46504.57,2,1,3,1,Enugu State University of Science and Technology
9.1,0.0,0,0,63997,46226.46,4,4,3,1,Nazarene Bible College
28.7,1.0,0,0,81996,53887.95,3,5,5,2,St. Norbert College
59.4,0.0,1,1,10000,49189.9,4,2,5,3,NHTV Breda University of Professional Education
24.7,0.0,0,1,45998,46609.42,3,2,1,3,St. Norbert College
50.6,0.0,0,1,45998,58316.64,3,4,4,2,Nazarene Bible College
40.0,1.0,0,1,27999,42729.51,3,2,5,4,St. Norbert College
41.5,0.0,1,0,63997,42598.48,4,5,3,1,St. Norbert College
39.3,1.0,1,0,81996,45115.42,4,4,1,3,St. Norbert College
24.9,0.0,1,0,45998,46019.27,4,4,1,1,St. Norbert College
33.8,1.0,1,0,45998,44777.69,5,4,4,3,St. Norbert College
38.3,0.0,1,0,81996,43934.55,4,2,1,2,St. Norbert College
37.2,1.0,0,0,81996,64455.89,5,5,1,2,St. Norbert College
42.0,1.0,1,0,81996,47352.45,5,4,1,3,NHTV Breda University of Professional Education
42.8,1.0,0,0,10000,58542.24,4,8,3,5,St. Norbert College
26.6,1.0,1,1,81996,48556.16,4,2,2,4,St. Norbert College
33.6,1.0,1,0,45998,42191.09,3,4,6,4,St. Norbert College
33.8,0.0,0,1,81996,49010.38,3,2,2,2,COMSATS Institute of Information Technology
40.3,0.0,0,0,81996,43638.01,1,5,2,4,St. Norbert College
26.4,0.0,1,0,10000,43402.6,4,3,1,3,COMSATS Institute of Information Technology
49.8,1.0,0,1,45998,44816.73,5,3,3,2,Enugu State University of Science and Technology
42.7,0.0,1,1,27999,57632.39,3,4,7,1,Enugu State University of Science and Technology
52.1,1.0,0,0,81996,53213.75,5,4,7,3,St. Norbert College
40.2,1.0,0,0,81996,45064.01,3,3,4,3,St. Norbert College
27.1,0.0,0,1,27999,46717.25,2,4,2,2,Nazarene Bible College
33.6,1.0,1,0,81996,50029.57,5,4,2,4,St. Norbert College
35.2,1.0,1,0,45998,50618.45,5,3,5,3,COMSATS Institute of Information Technology
46.4,0.0,0,1,45998,56396.0,2,4,7,1,Enugu State University of Science and Technology
42.7,0.0,1,1,63997,46540.76,2,4,2,1,Enugu State University of Science and Technology
35.4,1.0,1,1,81996,43751.95,4,2,6,5,COMSATS Institute of Information Technology
30.9,0.0,0,0,10000,48834.68,2,4,5,3,St. Norbert College
40.5,1.0,1,0,10000,49700.28,5,4,1,4,Université de Corse Pascal Paoli
36.0,0.0,0,1,63997,48855.34,5,4,1,1,COMSATS Institute of Information Technology
25.7,0.0,1,1,27999,41871.58,2,3,1,5,Enugu State University of Science and Technology
32.7,0.0,1,1,81996,48395.35,4,1,2,2,COMSATS Institute of Information Technology
19.2,0.0,0,1,45998,45087.08,3,2,7,1,Enugu State University of Science and Technology
35.2,0.0,1,0,63997,44216.69,3,1,1,3,Nazarene Bible College
35.9,1.0,0,1,63997,41891.82,5,6,1,2,COMSATS Institute of Information Technology
41.7,1.0,1,1,63997,42070.33,5,5,6,3,Enugu State University of Science and Technology
34.5,0.0,1,1,45998,49273.55,5,4,6,1,NHTV Breda University of Professional Education
25.6,1.0,0,0,81996,50777.81,3,6,2,4,NHTV Breda University of Professional Education
17.5,0.0,1,1,45998,45166.77,3,2,1,2,St. Norbert College
31.8,0.0,1,1,45998,58693.9,4,4,2,1,NHTV Breda University of Professional Education
38.5,0.0,1,1,81996,44016.1,3,5,4,2,St. Norbert College
18.6,1.0,1,0,81996,56296.19,5,4,4,4,Université de Corse Pascal Paoli
12.1,0.0,0,1,10000,45039.12,3,3,4,5,COMSATS Institute of Information Technology
32.1,1.0,1,0,45998,42953.7,3,3,2,1,Enugu State University of Science and Technology
24.5,1.0,1,0,27999,52823.67,5,2,3,3,COMSATS Institute of Information Technology
20.7,0.0,1,0,27999,44558.65,5,3,3,3,Nazarene Bible College
37.0,1.0,1,1,81996,59002.47,2,1,4,4,Enugu State University of Science and Technology
62.0,1.0,0,0,63997,54340.32,2,7,2,3,St. Norbert College
47.7,0.0,0,1,10000,44327.77,2,4,1,1,St. Norbert College
43.0,1.0,0,1,45998,53884.29,3,3,2,4,St. Norbert College
