City,Email Domain,EmployeeLeft,Hired through SMTP,Manager Rating of Likelihood to leave,Marked for PHT Program,Most Recent Performance Evaluation,"Social Media Activity (Twitter, Facebook, Instagram)","Survey, Relative, Attitude toward WorkType","Survey, Relative, Attitude toward Workload","Survey, Relative, Peer's Average Attitude toward Manager"
Beaverlodge,cbslocal.com,0.0,1,1.0,1,49.0,0,2,6,1
Sandaohezi,cbslocal.com,0.0,1,1.0,0,50.0,0,1,6,3
Beaverlodge,cbslocal.com,0.0,0,1.0,0,50.0,1,2,2,1
Kuala Terengganu,cbslocal.com,0.0,0,1.0,1,48.0,1,1,2,2
Nuoxizhi,youtu.be,1.0,1,5.0,0,51.0,0,2,2,2
Nuoxizhi,cbslocal.com,1.0,0,1.0,0,50.0,1,3,1,3
Ell,springer.com,1.0,1,1.0,1,50.0,0,4,2,1
Nuoxizhi,cbslocal.com,0.0,0,1.0,0,48.0,0,1,1,1
Kuala Terengganu,exblog.jp,1.0,1,1.0,1,49.0,0,4,1,1
Bandung,youtu.be,0.0,1,1.0,1,54.0,0,6,2,2
Liancheng,springer.com,1.0,1,1.0,1,56.0,1,2,2,2
Bandung,youtu.be,1.0,1,4.0,0,50.0,0,3,3,2
Bandung,cbslocal.com,1.0,1,1.0,0,51.0,2,2,1,1
Bandung,youtu.be,0.0,1,1.0,0,55.0,1,1,7,2
Liancheng,youtu.be,0.0,1,1.0,0,51.0,3,1,4,1
Ell,cbslocal.com,1.0,1,1.0,1,62.0,0,2,1,2
Sandaohezi,cbslocal.com,0.0,0,1.0,1,49.0,0,4,5,3
Ell,springer.com,0.0,0,1.0,1,56.0,2,2,1,4
Beaverlodge,cbslocal.com,1.0,1,1.0,1,60.0,1,2,1,1
Beaverlodge,youtu.be,0.0,0,1.0,0,51.0,0,2,1,2
Bandung,youtu.be,1.0,0,1.0,1,49.0,1,4,2,1
Ell,cbslocal.com,0.0,0,1.0,1,49.0,2,1,2,3
Beaverlodge,youtu.be,0.0,0,1.0,1,49.0,0,1,2,2
Bandung,cbslocal.com,0.0,1,1.0,1,49.0,0,4,2,2
Liancheng,youtu.be,1.0,1,1.0,1,48.0,1,6,3,3
Ell,youtu.be,0.0,0,1.0,1,50.0,1,1,2,2
Beaverlodge,cbslocal.com,0.0,1,1.0,1,55.0,0,2,5,5
Ell,cbslocal.com,0.0,1,1.0,1,54.0,0,1,1,4
Nuoxizhi,nps.gov,1.0,0,1.0,1,50.0,3,6,2,1
Nuoxizhi,youtu.be,0.0,1,1.0,1,48.0,1,1,3,1
Liancheng,springer.com,0.0,0,1.0,1,53.0,0,2,1,4
Liancheng,youtu.be,1.0,0,2.0,0,50.0,0,3,4,1
Ell,springer.com,1.0,0,1.0,1,59.0,1,5,1,3
Bandung,cbslocal.com,1.0,1,1.0,1,56.0,0,3,2,2
Nuoxizhi,cbslocal.com,1.0,1,32.0,1,49.0,0,1,1,4
Nuoxizhi,youtu.be,0.0,0,1.0,1,48.0,2,2,3,3
Ell,youtu.be,1.0,1,1.0,1,53.0,1,5,1,1
Bandung,youtu.be,1.0,1,1.0,1,52.0,2,1,2,1
Bandung,youtu.be,1.0,1,3.0,1,69.0,0,2,3,2
Bandung,youtu.be,1.0,1,1.0,1,55.0,1,6,2,3
Ell,springer.com,0.0,0,1.0,1,48.0,3,2,2,2
Nuoxizhi,cbslocal.com,1.0,0,1.0,1,49.0,0,2,2,1
Nuoxizhi,youtu.be,1.0,1,1.0,1,64.0,0,5,1,1
Ell,springer.com,0.0,0,1.0,0,59.0,3,1,1,2
Ell,cbslocal.com,0.0,0,1.0,0,52.0,0,1,1,2
Nuoxizhi,youtu.be,0.0,1,1.0,1,51.0,0,1,2,2
Nuoxizhi,youtu.be,0.0,0,1.0,0,52.0,0,1,4,2
Bandung,springer.com,1.0,0,5.0,0,60.0,1,1,2,4
Liancheng,youtu.be,1.0,0,1.0,0,58.0,3,1,1,1
Beaverlodge,springer.com,1.0,1,1.0,1,49.0,0,6,2,1
Kuala Terengganu,youtu.be,0.0,0,1.0,0,54.0,3,1,1,1
Nuoxizhi,youtu.be,0.0,0,1.0,0,49.0,0,2,1,2
Bandung,youtu.be,1.0,1,1.0,0,49.0,1,1,1,1
Kuala Terengganu,cbslocal.com,1.0,1,5.0,0,49.0,2,6,4,4
Nuoxizhi,exblog.jp,1.0,0,2.0,1,49.0,1,5,5,5
Beaverlodge,springer.com,0.0,0,1.0,1,52.0,3,3,2,5
Liancheng,cbslocal.com,1.0,0,1.0,1,49.0,0,3,3,3
Liancheng,youtu.be,1.0,0,1.0,1,50.0,0,5,2,2
Ell,youtu.be,0.0,1,1.0,1,50.0,0,1,1,1
Ell,cbslocal.com,0.0,0,1.0,1,57.0,1,2,2,1
Beaverlodge,springer.com,1.0,1,1.0,0,52.0,0,1,2,2
Nuoxizhi,cbslocal.com,0.0,0,1.0,1,51.0,1,1,1,2
Sandaohezi,youtu.be,0.0,0,1.0,0,50.0,3,3,1,1
Liancheng,youtu.be,1.0,1,1.0,1,49.0,2,1,1,1
Nuoxizhi,youtu.be,0.0,0,1.0,0,48.0,1,4,1,3
Beaverlodge,exblog.jp,1.0,0,1.0,0,49.0,0,1,1,2
Beaverlodge,cbslocal.com,1.0,0,1.0,1,50.0,0,1,2,2
Ell,cbslocal.com,1.0,1,1.0,1,56.0,0,4,1,2
Kuala Terengganu,youtu.be,0.0,1,1.0,0,53.0,0,1,1,2
Liancheng,youtu.be,0.0,1,1.0,1,51.0,0,2,4,2
Nuoxizhi,exblog.jp,1.0,0,1.0,1,50.0,1,1,2,1
Nuoxizhi,youtu.be,1.0,1,1.0,1,57.0,0,5,1,1
Ell,upenn.edu,0.0,1,1.0,1,59.0,3,2,4,2
Liancheng,cbslocal.com,1.0,0,1.0,1,50.0,2,2,2,2
Ell,youtu.be,0.0,1,1.0,0,49.0,1,1,1,1
Beaverlodge,youtu.be,1.0,1,1.0,1,50.0,1,1,3,1
Nuoxizhi,cbslocal.com,1.0,1,2.0,0,51.0,1,1,1,2
Nuoxizhi,cbslocal.com,1.0,0,11.0,0,56.0,1,6,7,2
Beaverlodge,cbslocal.com,1.0,1,1.0,0,58.0,1,1,1,2
Nuoxizhi,springer.com,0.0,1,1.0,0,53.0,1,5,6,1
Ell,cbslocal.com,1.0,1,1.0,1,50.0,1,5,3,1
Beaverlodge,youtu.be,0.0,1,1.0,0,48.0,2,1,3,3
Bandung,cbslocal.com,1.0,1,1.0,0,77.0,3,6,5,3
Ell,youtu.be,0.0,1,2.0,1,50.0,0,5,1,2
Liancheng,youtu.be,1.0,0,1.0,0,54.0,0,1,2,2
Liancheng,springer.com,1.0,1,1.0,1,51.0,1,2,3,1
Kuala Terengganu,youtu.be,1.0,0,1.0,0,53.0,0,3,3,3
Nuoxizhi,springer.com,1.0,0,1.0,0,49.0,0,2,1,1
Bandung,youtu.be,1.0,1,1.0,1,50.0,1,1,2,2
Bandung,youtu.be,0.0,0,1.0,1,53.0,0,1,1,1
Kuala Terengganu,youtu.be,0.0,0,1.0,0,55.0,0,1,5,3
Liancheng,cbslocal.com,1.0,0,1.0,1,50.0,1,1,1,1
Ell,youtu.be,0.0,1,1.0,1,50.0,0,3,2,2
Ell,youtu.be,1.0,1,1.0,0,51.0,1,2,2,2
Ell,youtu.be,1.0,1,1.0,1,49.0,0,6,3,1
Beaverlodge,cbslocal.com,0.0,1,1.0,0,49.0,1,2,7,3
Liancheng,exblog.jp,0.0,1,1.0,0,50.0,0,2,3,2
Bandung,cbslocal.com,0.0,1,1.0,0,53.0,1,2,3,3
Bandung,springer.com,1.0,0,3.0,0,51.0,0,1,3,2
Beaverlodge,cbslocal.com,1.0,0,1.0,0,48.0,0,2,1,2
Beaverlodge,youtu.be,0.0,1,1.0,0,53.0,0,3,4,4
Nuoxizhi,youtu.be,1.0,0,1.0,0,51.0,0,2,7,1
Ell,springer.com,1.0,0,1.0,1,50.0,1,2,2,1
Nuoxizhi,springer.com,1.0,1,1.0,1,58.0,1,2,3,1
Bandung,cbslocal.com,1.0,1,1.0,1,54.0,2,4,3,1
Beaverlodge,youtu.be,1.0,0,1.0,1,58.0,1,3,1,2
Liancheng,youtu.be,0.0,0,1.0,1,53.0,2,2,2,3
Beaverlodge,cbslocal.com,0.0,0,1.0,0,49.0,1,1,1,1
Kuala Terengganu,youtu.be,0.0,1,1.0,0,53.0,0,1,2,2
Beaverlodge,springer.com,1.0,0,1.0,1,48.0,1,3,4,2
Nuoxizhi,exblog.jp,0.0,0,1.0,1,56.0,0,1,1,2
Nuoxizhi,youtu.be,0.0,0,1.0,1,48.0,1,1,2,3
Beaverlodge,cbslocal.com,1.0,1,1.0,1,52.0,2,2,2,2
Beaverlodge,youtu.be,1.0,1,3.0,1,48.0,1,2,1,1
Liancheng,cbslocal.com,1.0,0,1.0,0,57.0,1,3,1,1
Bandung,springer.com,1.0,1,31.0,1,57.0,0,1,2,3
Beaverlodge,springer.com,1.0,1,1.0,0,69.0,2,3,3,3
Ell,youtu.be,1.0,1,1.0,1,49.0,1,4,3,1
Beaverlodge,youtu.be,1.0,1,1.0,0,56.0,0,3,2,1
Beaverlodge,exblog.jp,1.0,1,1.0,1,50.0,1,6,6,2
Ell,youtu.be,0.0,0,1.0,1,48.0,2,2,4,2
Beaverlodge,youtu.be,1.0,1,1.0,1,67.0,1,1,4,2
Liancheng,youtu.be,1.0,0,1.0,0,55.0,0,2,2,1
Beaverlodge,exblog.jp,1.0,0,4.0,0,52.0,1,6,1,1
Ell,youtu.be,1.0,0,1.0,0,58.0,1,2,7,1
Bandung,cbslocal.com,1.0,1,1.0,1,55.0,2,4,1,1
Beaverlodge,youtu.be,1.0,0,1.0,1,49.0,1,4,4,1
Ell,cbslocal.com,0.0,1,1.0,1,48.0,0,1,1,1
Bandung,springer.com,0.0,1,1.0,1,50.0,1,1,3,3
Nuoxizhi,youtu.be,0.0,1,1.0,0,59.0,0,1,3,1
Beaverlodge,cbslocal.com,1.0,0,1.0,1,71.0,1,1,1,1
Ell,cbslocal.com,1.0,1,2.0,1,51.0,0,1,1,5
Liancheng,cbslocal.com,1.0,0,1.0,0,49.0,0,3,1,2
Nuoxizhi,cbslocal.com,1.0,0,1.0,1,49.0,0,4,1,2
Bandung,youtu.be,1.0,0,1.0,1,51.0,0,1,1,1
Ell,youtu.be,0.0,1,1.0,1,54.0,0,2,5,3
Beaverlodge,youtu.be,1.0,0,1.0,1,48.0,0,2,2,1
Ell,youtu.be,0.0,0,1.0,1,49.0,2,3,1,3
Beaverlodge,cbslocal.com,1.0,0,1.0,1,52.0,1,3,1,2
Bandung,cbslocal.com,1.0,1,3.0,1,49.0,0,1,3,1
Beaverlodge,cbslocal.com,0.0,0,1.0,1,53.0,3,1,1,2
Beaverlodge,youtu.be,1.0,1,1.0,0,63.0,1,2,1,1
Nuoxizhi,springer.com,0.0,1,1.0,1,49.0,0,1,2,3
Beaverlodge,cbslocal.com,0.0,1,1.0,0,48.0,1,2,1,2
Kuala Terengganu,youtu.be,1.0,0,6.0,0,50.0,0,1,1,1
Bandung,youtu.be,1.0,0,1.0,1,49.0,2,1,1,1
Nuoxizhi,exblog.jp,0.0,0,1.0,0,51.0,0,2,2,5
Beaverlodge,youtu.be,0.0,1,1.0,0,61.0,1,2,3,2
Ell,cbslocal.com,0.0,1,1.0,0,57.0,0,6,4,5
Liancheng,youtu.be,0.0,0,1.0,0,49.0,1,1,3,2
Liancheng,upenn.edu,1.0,1,1.0,1,50.0,0,2,3,1
Liancheng,youtu.be,0.0,0,1.0,1,50.0,0,1,4,1
Liancheng,youtu.be,0.0,1,1.0,0,49.0,0,1,4,1
Nuoxizhi,cbslocal.com,0.0,1,1.0,0,50.0,1,2,2,1
Ell,cbslocal.com,1.0,1,4.0,1,51.0,0,1,3,1
Nuoxizhi,youtu.be,0.0,1,1.0,0,53.0,0,2,1,2
Bandung,springer.com,0.0,1,1.0,1,48.0,0,1,2,3
Beaverlodge,youtu.be,0.0,1,1.0,1,48.0,0,1,4,1
Ell,cbslocal.com,1.0,0,1.0,0,51.0,1,4,2,2
Liancheng,cbslocal.com,0.0,1,1.0,1,54.0,1,1,2,3
Ell,cbslocal.com,1.0,0,8.0,0,53.0,1,1,7,1
Beaverlodge,springer.com,1.0,0,1.0,0,48.0,1,1,1,2
Kuala Terengganu,cbslocal.com,1.0,0,1.0,0,57.0,0,2,3,2
Beaverlodge,cbslocal.com,0.0,1,1.0,1,50.0,1,1,4,4
Ell,springer.com,0.0,0,1.0,1,53.0,0,1,1,1
Nuoxizhi,youtu.be,0.0,0,1.0,1,50.0,1,2,5,2
Kuala Terengganu,youtu.be,0.0,0,1.0,0,53.0,0,3,2,3
Liancheng,youtu.be,0.0,1,1.0,0,49.0,3,3,1,3
Liancheng,cbslocal.com,1.0,1,1.0,1,52.0,0,1,4,1
Ell,cbslocal.com,0.0,1,1.0,0,51.0,0,1,1,1
Beaverlodge,cbslocal.com,0.0,1,1.0,1,52.0,3,1,2,3
Beaverlodge,cbslocal.com,0.0,0,1.0,0,54.0,1,1,1,1
Beaverlodge,springer.com,0.0,0,1.0,0,48.0,0,2,5,3
Liancheng,exblog.jp,0.0,1,1.0,1,50.0,1,1,7,3
Bandung,cbslocal.com,1.0,0,1.0,0,49.0,1,1,4,3
Ell,youtu.be,1.0,1,1.0,1,50.0,0,5,2,2
Kuala Terengganu,youtu.be,0.0,0,1.0,1,49.0,2,1,3,2
Kuala Terengganu,cbslocal.com,1.0,0,3.0,1,53.0,0,3,2,1
Bandung,springer.com,0.0,0,1.0,0,52.0,2,1,4,2
Liancheng,springer.com,0.0,0,1.0,0,50.0,1,1,2,4
Bandung,cbslocal.com,1.0,1,1.0,1,52.0,1,2,1,3
Liancheng,cbslocal.com,1.0,0,4.0,0,48.0,0,2,2,2
Nuoxizhi,youtu.be,0.0,0,1.0,1,52.0,1,1,4,3
Ell,youtu.be,0.0,0,1.0,0,50.0,1,2,7,2
Sandaohezi,springer.com,0.0,1,1.0,0,50.0,2,3,1,2
Ell,youtu.be,1.0,1,1.0,1,51.0,0,2,3,1
Bandung,cbslocal.com,1.0,1,1.0,1,55.0,1,1,1,1
Ell,cbslocal.com,0.0,1,1.0,1,51.0,2,2,2,1
Beaverlodge,cbslocal.com,0.0,1,1.0,0,48.0,0,1,3,3
Nuoxizhi,springer.com,1.0,1,1.0,0,49.0,1,2,2,1
Bandung,youtu.be,0.0,0,1.0,1,50.0,1,2,4,4
Beaverlodge,springer.com,1.0,1,1.0,0,54.0,0,6,4,2
Bandung,springer.com,0.0,1,1.0,0,49.0,0,1,2,3
Nuoxizhi,youtu.be,0.0,0,1.0,0,51.0,0,2,1,2
Ell,springer.com,0.0,1,1.0,1,56.0,0,2,4,2
Liancheng,youtu.be,1.0,0,1.0,1,48.0,0,6,2,1
Beaverlodge,youtu.be,1.0,0,1.0,0,56.0,1,5,1,3
Beaverlodge,youtu.be,0.0,1,1.0,0,51.0,1,1,4,5
Ell,cbslocal.com,0.0,0,1.0,1,49.0,0,1,2,1
Beaverlodge,cbslocal.com,1.0,0,1.0,0,52.0,0,3,2,1
Bandung,youtu.be,1.0,1,1.0,0,54.0,2,4,1,2
Kuala Terengganu,cbslocal.com,0.0,0,1.0,0,56.0,0,1,1,2
Nuoxizhi,cbslocal.com,0.0,0,1.0,1,50.0,0,1,4,3
Beaverlodge,youtu.be,1.0,0,1.0,0,57.0,3,1,1,1
Nuoxizhi,youtu.be,0.0,0,1.0,0,48.0,0,3,7,4
Bandung,cbslocal.com,1.0,1,1.0,1,49.0,1,6,3,3
Nuoxizhi,youtu.be,0.0,0,1.0,0,50.0,0,1,3,2
Ell,upenn.edu,1.0,1,1.0,1,56.0,1,2,4,2
Beaverlodge,youtu.be,0.0,0,1.0,0,51.0,1,2,3,4
Bandung,cbslocal.com,1.0,1,1.0,0,50.0,1,1,2,1
Beaverlodge,cbslocal.com,1.0,0,1.0,0,48.0,1,5,1,3
Beaverlodge,cbslocal.com,1.0,1,1.0,0,57.0,0,2,2,2
Nuoxizhi,youtu.be,0.0,1,1.0,1,50.0,1,2,1,2
Bandung,springer.com,1.0,0,1.0,0,52.0,0,4,2,2
Ell,youtu.be,0.0,0,1.0,0,52.0,0,1,2,3
Ell,cbslocal.com,0.0,0,1.0,0,49.0,0,2,1,1
Beaverlodge,youtu.be,1.0,1,1.0,1,48.0,3,4,2,2
Beaverlodge,youtu.be,1.0,0,1.0,1,53.0,0,2,1,2
Nuoxizhi,cbslocal.com,0.0,0,1.0,0,51.0,1,2,4,1
Beaverlodge,youtu.be,1.0,0,3.0,0,48.0,4,3,2,1
Beaverlodge,cbslocal.com,1.0,0,1.0,0,48.0,1,5,1,1
Nuoxizhi,youtu.be,0.0,1,1.0,1,51.0,1,1,1,1
Ell,exblog.jp,1.0,1,1.0,1,56.0,0,6,3,5
Beaverlodge,cbslocal.com,0.0,0,1.0,0,50.0,1,1,5,3
Kuala Terengganu,youtu.be,1.0,0,12.0,0,51.0,2,2,3,3
Bandung,cbslocal.com,1.0,1,1.0,1,50.0,2,1,3,1
Liancheng,youtu.be,1.0,0,1.0,1,64.0,0,3,1,1
Nuoxizhi,youtu.be,1.0,0,12.0,1,48.0,3,2,2,1
Nuoxizhi,usda.gov,1.0,1,12.0,0,52.0,2,1,2,3
Beaverlodge,youtu.be,0.0,0,1.0,0,49.0,1,1,1,1
Beaverlodge,exblog.jp,0.0,0,1.0,0,49.0,1,1,5,2
Beaverlodge,cbslocal.com,1.0,0,1.0,0,50.0,0,2,1,1
Bandung,springer.com,0.0,0,1.0,1,48.0,0,1,2,4
Ell,cbslocal.com,1.0,1,1.0,1,48.0,0,1,3,1
Ell,cbslocal.com,0.0,1,1.0,0,55.0,0,1,1,2
Liancheng,youtu.be,1.0,0,1.0,0,51.0,1,1,1,2
Ell,cbslocal.com,1.0,0,7.0,1,51.0,0,1,1,1
Beaverlodge,cbslocal.com,0.0,0,1.0,1,52.0,0,1,1,4
Bandung,youtu.be,1.0,0,1.0,1,52.0,1,2,3,1
Bandung,cbslocal.com,0.0,0,1.0,0,51.0,1,1,4,3
Liancheng,cbslocal.com,1.0,1,1.0,1,51.0,1,4,1,1
Ell,youtu.be,0.0,1,1.0,0,56.0,1,2,2,2
Nuoxizhi,springer.com,0.0,1,1.0,0,50.0,0,2,4,1
Bandung,nps.gov,1.0,1,1.0,0,48.0,3,1,1,2
Beaverlodge,cbslocal.com,0.0,1,1.0,0,49.0,1,2,5,1
Nuoxizhi,cbslocal.com,1.0,0,1.0,0,50.0,2,5,3,2
Liancheng,youtu.be,1.0,0,1.0,1,53.0,3,1,2,1
Beaverlodge,cbslocal.com,1.0,0,4.0,1,49.0,0,2,1,1
Beaverlodge,youtu.be,1.0,0,1.0,1,54.0,0,6,2,3
Beaverlodge,youtu.be,1.0,1,1.0,1,50.0,1,3,1,3
Bandung,cbslocal.com,0.0,0,1.0,1,53.0,0,2,1,2
Beaverlodge,springer.com,1.0,0,7.0,1,55.0,1,4,7,2
Nuoxizhi,cbslocal.com,1.0,1,1.0,0,51.0,2,6,2,2
Nuoxizhi,cbslocal.com,1.0,0,1.0,0,52.0,2,6,2,3
Nuoxizhi,upenn.edu,0.0,0,1.0,1,49.0,2,1,3,4
Nuoxizhi,youtu.be,1.0,1,2.0,0,52.0,1,2,4,3
Liancheng,cbslocal.com,1.0,0,1.0,1,55.0,1,3,2,3
Bandung,youtu.be,1.0,1,3.0,1,51.0,3,2,1,3
Nuoxizhi,youtu.be,0.0,0,1.0,0,48.0,0,1,2,2
Nuoxizhi,youtu.be,0.0,1,1.0,0,54.0,0,1,4,2
Liancheng,springer.com,1.0,0,1.0,1,61.0,0,1,1,1
Bandung,youtu.be,0.0,0,1.0,0,56.0,2,1,1,3
Ell,cbslocal.com,1.0,0,13.0,0,49.0,0,1,1,2
Beaverlodge,exblog.jp,1.0,0,1.0,1,56.0,1,4,7,2
Liancheng,youtu.be,1.0,0,4.0,0,49.0,1,1,2,2
Bandung,youtu.be,1.0,1,1.0,1,49.0,0,1,1,2
Beaverlodge,cbslocal.com,1.0,0,1.0,1,54.0,1,2,1,2
Liancheng,springer.com,0.0,0,1.0,0,52.0,0,2,6,3
Nuoxizhi,youtu.be,0.0,1,1.0,1,52.0,0,1,3,2
Beaverlodge,springer.com,1.0,0,1.0,0,48.0,0,6,1,1
Bandung,cbslocal.com,1.0,0,1.0,1,52.0,1,1,1,1
Nuoxizhi,springer.com,1.0,1,1.0,0,50.0,1,1,2,2
Nuoxizhi,youtu.be,1.0,1,1.0,0,56.0,1,6,3,3
Liancheng,cbslocal.com,1.0,0,1.0,1,51.0,2,3,1,2
Ell,exblog.jp,1.0,1,1.0,1,51.0,1,3,3,1
Kuala Terengganu,youtu.be,1.0,0,3.0,0,51.0,0,2,1,3
Beaverlodge,youtu.be,1.0,1,3.0,1,50.0,0,2,4,1
Bandung,upenn.edu,1.0,0,4.0,1,49.0,3,1,2,4
Nuoxizhi,youtu.be,1.0,0,2.0,1,48.0,0,1,5,2
Liancheng,springer.com,1.0,1,1.0,1,50.0,0,3,1,2
Beaverlodge,youtu.be,0.0,0,1.0,0,48.0,0,1,1,1
Beaverlodge,youtu.be,1.0,1,1.0,1,48.0,2,2,1,1
Liancheng,springer.com,1.0,0,1.0,1,52.0,0,1,1,1
Liancheng,springer.com,1.0,1,1.0,1,52.0,0,1,1,2
Nuoxizhi,youtu.be,1.0,0,1.0,0,51.0,1,5,2,1
Liancheng,cbslocal.com,1.0,0,1.0,1,49.0,0,3,2,1
Beaverlodge,exblog.jp,1.0,0,1.0,1,49.0,0,2,1,1
Bandung,upenn.edu,0.0,0,1.0,1,49.0,0,1,1,1
Bandung,youtu.be,0.0,1,1.0,1,50.0,2,2,4,3
Kuala Terengganu,youtu.be,0.0,0,1.0,0,54.0,1,1,1,2
Bandung,youtu.be,1.0,0,4.0,1,54.0,1,2,5,2
Nuoxizhi,exblog.jp,0.0,1,1.0,0,49.0,2,1,1,2
Kuala Terengganu,cbslocal.com,0.0,1,1.0,0,50.0,0,2,2,1
Liancheng,youtu.be,1.0,1,1.0,1,54.0,0,2,1,2
Liancheng,youtu.be,1.0,1,1.0,1,72.0,2,1,1,2
Kuala Terengganu,cbslocal.com,0.0,0,1.0,1,50.0,3,2,1,2
Bandung,cbslocal.com,0.0,1,1.0,0,48.0,1,2,1,3
Liancheng,youtu.be,0.0,0,1.0,0,51.0,0,1,3,1
Liancheng,youtu.be,1.0,0,1.0,1,52.0,0,6,1,2
Beaverlodge,springer.com,1.0,0,16.0,1,50.0,1,1,1,1
Sandaohezi,exblog.jp,1.0,0,1.0,0,59.0,0,3,2,1
Bandung,springer.com,1.0,1,1.0,0,60.0,2,2,3,1
Ell,cbslocal.com,1.0,0,1.0,0,48.0,1,2,7,3
Nuoxizhi,youtu.be,0.0,1,1.0,1,48.0,0,2,1,3
Bandung,cbslocal.com,0.0,1,1.0,0,52.0,4,1,3,2
Beaverlodge,springer.com,0.0,1,1.0,1,51.0,0,1,7,1
Kuala Terengganu,cbslocal.com,0.0,1,1.0,1,50.0,1,2,4,2
Nuoxizhi,youtu.be,0.0,0,1.0,0,70.0,4,1,6,2
Nuoxizhi,cbslocal.com,1.0,1,1.0,1,49.0,1,6,3,3
Beaverlodge,youtu.be,1.0,1,1.0,1,54.0,2,2,4,2
Liancheng,cbslocal.com,1.0,0,1.0,0,50.0,1,1,1,1
Ell,cbslocal.com,1.0,0,1.0,0,49.0,0,5,1,3
Sandaohezi,cbslocal.com,0.0,0,1.0,0,48.0,3,1,4,1
Bandung,springer.com,1.0,1,1.0,1,49.0,0,2,2,2
Liancheng,upenn.edu,1.0,0,1.0,0,55.0,0,3,3,3
Ell,springer.com,1.0,0,1.0,1,59.0,1,6,1,2
Ell,youtu.be,1.0,0,1.0,0,48.0,0,5,2,1
Beaverlodge,cbslocal.com,0.0,1,1.0,1,48.0,2,2,2,2
Kuala Terengganu,springer.com,0.0,0,1.0,0,52.0,2,1,1,2
Ell,exblog.jp,0.0,0,1.0,1,49.0,1,1,1,1
Ell,upenn.edu,0.0,1,1.0,0,53.0,0,1,1,1
Beaverlodge,youtu.be,0.0,0,5.0,1,59.0,0,4,5,2
Liancheng,cbslocal.com,1.0,1,1.0,0,51.0,2,1,1,1
Liancheng,youtu.be,0.0,0,1.0,0,51.0,0,1,1,3
Beaverlodge,youtu.be,1.0,0,3.0,1,48.0,0,2,1,1
Beaverlodge,exblog.jp,1.0,1,1.0,1,50.0,0,1,1,1
Bandung,cbslocal.com,1.0,0,1.0,0,50.0,1,2,2,2
Bandung,youtu.be,1.0,1,1.0,1,52.0,0,1,1,2
Nuoxizhi,youtu.be,1.0,1,1.0,1,52.0,0,2,1,1
Nuoxizhi,cbslocal.com,1.0,0,1.0,1,49.0,0,2,1,1
Bandung,cbslocal.com,1.0,0,1.0,0,51.0,4,1,3,1
Bandung,upenn.edu,1.0,1,1.0,0,49.0,1,3,1,2
Bandung,springer.com,1.0,1,1.0,0,55.0,2,1,2,3
Kuala Terengganu,cbslocal.com,1.0,1,17.0,1,50.0,3,2,1,2
Bandung,youtu.be,0.0,1,1.0,0,51.0,3,2,2,3
Ell,cbslocal.com,0.0,0,1.0,0,48.0,1,1,2,1
Nuoxizhi,cbslocal.com,0.0,1,1.0,0,52.0,0,1,1,2
Nuoxizhi,springer.com,1.0,1,1.0,1,56.0,1,1,1,2
Beaverlodge,youtu.be,1.0,1,1.0,1,53.0,1,5,4,1
Nuoxizhi,cbslocal.com,0.0,1,1.0,0,53.0,0,1,1,2
Sandaohezi,cbslocal.com,1.0,1,1.0,0,49.0,0,1,2,1
Nuoxizhi,youtu.be,1.0,0,1.0,0,57.0,0,3,1,1
Kuala Terengganu,cbslocal.com,1.0,0,1.0,1,60.0,2,4,1,1
Beaverlodge,youtu.be,0.0,0,1.0,1,48.0,1,1,5,2
Kuala Terengganu,cbslocal.com,0.0,0,1.0,1,49.0,1,2,2,1
Ell,youtu.be,0.0,0,1.0,0,56.0,0,1,1,3
Liancheng,youtu.be,1.0,0,2.0,0,49.0,0,1,3,2
Bandung,springer.com,1.0,1,1.0,0,48.0,1,6,1,1
Ell,cbslocal.com,0.0,1,1.0,0,56.0,0,3,1,2
Kuala Terengganu,youtu.be,0.0,0,1.0,1,52.0,0,1,2,2
Liancheng,springer.com,1.0,0,1.0,1,51.0,1,2,1,2
Bandung,cbslocal.com,1.0,0,10.0,0,65.0,2,1,3,2
Beaverlodge,springer.com,1.0,0,1.0,0,59.0,2,6,1,2
Beaverlodge,cbslocal.com,0.0,1,1.0,1,53.0,0,2,1,1
Bandung,cbslocal.com,1.0,1,1.0,0,53.0,0,2,2,1
Liancheng,youtu.be,1.0,1,1.0,1,52.0,0,2,3,2
Nuoxizhi,cbslocal.com,0.0,0,1.0,1,48.0,2,1,1,4
Bandung,youtu.be,0.0,0,1.0,0,50.0,1,3,1,1
Ell,cbslocal.com,0.0,0,1.0,0,63.0,2,2,3,2
Bandung,cbslocal.com,0.0,1,1.0,0,56.0,1,3,6,3
Ell,cbslocal.com,0.0,1,1.0,0,49.0,1,2,7,2
Liancheng,youtu.be,0.0,0,1.0,1,56.0,2,1,3,2
Ell,cbslocal.com,0.0,0,1.0,0,50.0,1,1,5,4
Ell,cbslocal.com,1.0,1,1.0,0,55.0,0,6,4,2
Liancheng,springer.com,1.0,1,1.0,1,53.0,1,4,1,1
Kuala Terengganu,youtu.be,1.0,1,1.0,0,49.0,0,2,1,1
Bandung,youtu.be,1.0,1,1.0,1,50.0,1,3,3,1
Kuala Terengganu,youtu.be,1.0,0,7.0,1,48.0,1,3,1,1
Liancheng,exblog.jp,1.0,0,1.0,1,48.0,1,1,4,2
